Run,Std.Dev(fold),n,CL,LCL,UCL,runs.signal,sigma.signal
2023-01-01T00:00:00Z,1.3254973903162346,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-01-08T00:00:00Z,1.3002273857105633,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-01-15T00:00:00Z,1.3772793478784937,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-01-22T00:00:00Z,1.4333225698866494,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-01-29T00:00:00Z,1.5210533222904392,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-02-05T00:00:00Z,1.473631885785402,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-02-12T00:00:00Z,1.3136511987942843,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-02-19T00:00:00Z,1.3585504937995425,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-02-26T00:00:00Z,1.3016132435547991,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-03-05T00:00:00Z,1.6480068534691188,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-03-12T00:00:00Z,1.7385897481863652,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-03-19T00:00:00Z,1.2062520462341761,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-03-26T00:00:00Z,1.5811310531228282,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-04-02T00:00:00Z,1.4494088649272903,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-04-09T00:00:00Z,1.2498343898025512,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-04-16T00:00:00Z,1.25603005103279,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-04-23T00:00:00Z,1.3757446512439482,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-04-30T00:00:00Z,1.4823959678812269,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-05-07T00:00:00Z,1.3033323164555972,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-05-14T00:00:00Z,1.507496424482734,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-05-21T00:00:00Z,1.368614302740786,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-05-28T00:00:00Z,1.079288110286903,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-06-04T00:00:00Z,1.2698759733020617,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-06-11T00:00:00Z,1.4778026020693849,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-06-18T00:00:00Z,1.3968997110933905,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-06-25T00:00:00Z,1.8756968352903185,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-07-02T00:00:00Z,1.3177158003349088,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-07-09T00:00:00Z,1.6894458547389155,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-07-16T00:00:00Z,1.352701487702892,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-07-23T00:00:00Z,1.7744164407423764,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-07-30T00:00:00Z,1.3447011114092242,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-08-06T00:00:00Z,1.530654220964831,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-08-13T00:00:00Z,1.525070745576557,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-08-20T00:00:00Z,1.5780577565207192,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-08-27T00:00:00Z,1.47955517328887,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-09-03T00:00:00Z,1.5041225375770033,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-09-10T00:00:00Z,1.2557517841867574,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-09-17T00:00:00Z,1.4318370732685517,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-09-24T00:00:00Z,1.2112130162893289,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
2023-10-01T00:00:00Z,1.5946779471801737,6,1.422142374659159,1.0107502157033845,2.0009779888038257,FALSE,FALSE
