Run,Potency,n,CL,LCL,UCL,runs.signal,sigma.signal
2023-01-01T00:00:00Z,63.10576480561379,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-01-08T00:00:00Z,80.41062417725189,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-01-15T00:00:00Z,54.305060178209104,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-01-22T00:00:00Z,88.4582728264093,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-01-29T00:00:00Z,24.178427551934714,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-02-05T00:00:00Z,52.063755161630375,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-02-12T00:00:00Z,79.03461678297188,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-02-19T00:00:00Z,41.73573252365042,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-02-26T00:00:00Z,90.67562686004855,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-03-05T00:00:00Z,44.2346860801428,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-03-12T00:00:00Z,42.48729413479688,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-03-19T00:00:00Z,40.9384037263114,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-03-26T00:00:00Z,24.208530732065867,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-04-02T00:00:00Z,39.10959663848142,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-04-09T00:00:00Z,30.931309371321788,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-04-16T00:00:00Z,28.50024615707927,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-04-23T00:00:00Z,56.572588709038065,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-04-30T00:00:00Z,44.630183649411705,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-05-07T00:00:00Z,49.65778717372198,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-05-14T00:00:00Z,52.06863706521817,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-05-21T00:00:00Z,52.5943392686783,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-05-28T00:00:00Z,63.43750658963392,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-06-04T00:00:00Z,54.462987757267946,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-06-11T00:00:00Z,53.235284309358356,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-06-18T00:00:00Z,37.24996658358529,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-06-25T00:00:00Z,48.35855367118723,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-07-02T00:00:00Z,53.693790961164495,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-07-09T00:00:00Z,119.9870877513456,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-07-16T00:00:00Z,48.40895131309071,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-07-23T00:00:00Z,29.239070917624595,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-07-30T00:00:00Z,102.37985153736724,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-08-06T00:00:00Z,53.05527708287041,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-08-13T00:00:00Z,51.436691959589055,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-08-20T00:00:00Z,42.04770426875204,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-08-27T00:00:00Z,43.517194004832845,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-09-03T00:00:00Z,52.95349664746908,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-09-10T00:00:00Z,41.59401916672786,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-09-17T00:00:00Z,50.75958017519229,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-09-24T00:00:00Z,64.3300151512967,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
2023-10-01T00:00:00Z,44.256690429127595,1,50.11231668194256,20.55361604138975,122.18016908432527,FALSE,FALSE
