Run,Replicate_ID,Data
2023-01-01,1,5.8419126610319285
2023-01-01,2,11.981142293356408
2023-01-01,3,19.134661771262742
2023-01-08,1,6.125297910336658
2023-01-08,2,6.301935039196863
2023-01-08,3,13.31447266746028
2023-01-15,1,9.256752629109078
2023-01-15,2,17.009394664128088
2023-01-15,3,8.968812868460498
2023-01-22,1,20.050270059033416
2023-01-22,2,9.786611781234832
2023-01-22,3,6.983503690567796
2023-01-29,1,8.324914190042813
2023-01-29,2,9.085356167359791
2023-01-29,3,7.653176921262121
2023-02-05,1,7.892281710472586
2023-02-05,2,9.992421631958111
2023-02-05,3,11.586542149114205
2023-02-12,1,11.378884966175912
2023-02-12,2,12.023257645902456
2023-02-12,3,13.631104304334858
2023-02-19,1,17.326159368841008
2023-02-19,2,9.356576124457703
2023-02-19,3,9.50147080072482
2023-02-26,1,14.828916633228639
2023-02-26,2,4.465101302322086
2023-02-26,3,8.04542736651051
2023-03-05,1,7.885171147212731
2023-03-05,2,14.515740834178096
2023-03-05,3,10.002418297472556
2023-03-12,1,7.2541493725653545
2023-03-12,2,10.095093557556302
2023-03-12,3,8.914306331059084
2023-03-19,1,5.202163827266043
2023-03-19,2,7.665022884730483
2023-03-19,3,8.653749796507627
2023-03-26,1,9.749334072033516
2023-03-26,2,10.84076053772372
2023-03-26,3,7.698087358503432
2023-04-02,1,11.383892303824668
2023-04-02,2,5.35643987036481
2023-04-02,3,21.8949775098251
2023-04-09,1,3.761213446121971
2023-04-09,2,8.600082199383484
2023-04-09,3,11.612875370746
2023-04-16,1,9.251311157029669
2023-04-16,2,10.025889420774707
2023-04-16,3,11.639843528992394
2023-04-23,1,8.782815655729669
2023-04-23,2,3.890275693624889
2023-04-23,3,13.169541722483679
2023-04-30,1,13.361913977136382
2023-04-30,2,9.42570858497836
2023-04-30,3,11.46938823707557
2023-05-07,1,10.567765848677436
2023-05-07,2,8.664004061359623
2023-05-07,3,6.96428453309151
2023-05-14,1,5.19482525137182
2023-05-14,2,4.9609261787209915
2023-05-14,3,15.742566064585702
2023-05-21,1,12.412011670116998
2023-05-21,2,3.902273729383052
2023-05-21,3,15.385774975434252
2023-05-28,1,11.141176767472983
2023-05-28,2,6.760686586821169
2023-05-28,3,8.818421680536755
2023-06-04,1,4.021499309195575
2023-06-04,2,11.491246980371525
2023-06-04,3,8.291414092510445
2023-06-11,1,12.467036711454853
2023-06-11,2,4.831139636420784
2023-06-11,3,12.60921117129858
2023-06-18,1,6.759929869438605
2023-06-18,2,13.43294943566757
2023-06-18,3,7.434134629329411
2023-06-25,1,2.796047790862313
2023-06-25,2,9.043186533200519
2023-06-25,3,10.04499812899032
2023-07-02,1,9.475619172296565
2023-07-02,2,16.36450514821261
2023-07-02,3,8.042056712993544
2023-07-09,1,24.28623030384411
2023-07-09,2,13.030665880613457
2023-07-09,3,12.414880487305929
2023-07-16,1,17.252565726254673
2023-07-16,2,7.112479077109746
2023-07-16,3,7.738142590936989
2023-07-23,1,5.422411963086294
2023-07-23,2,5.57758855521252
2023-07-23,3,11.967309989700741
2023-07-30,1,15.784853792635458
2023-07-30,2,10.57854511591365
2023-07-30,3,12.191485420412494
2023-08-06,1,14.261144457732428
2023-08-06,2,10.102308811041402
2023-08-06,3,11.497486302935629
2023-08-13,1,9.783699507563151
2023-08-13,2,5.047636082467204
2023-08-13,3,15.383095022917106
2023-08-20,1,6.7317167137021645
2023-08-20,2,12.323805371793323
2023-08-20,3,7.4573402620109
2023-08-27,1,8.317634150947235
2023-08-27,2,10.754862839276315
2023-08-27,3,16.085478471850937
2023-09-03,1,13.289822099523535
2023-09-03,2,7.782626829485375
2023-09-03,3,6.52840529448279
2023-09-10,1,15.471402920580234
2023-09-10,2,18.05130019734776
2023-09-10,3,14.872821651480233
2023-09-17,1,15.388895772695253
2023-09-17,2,11.12688949231497
2023-09-17,3,16.32178365851337
2023-09-24,1,12.536788807197132
2023-09-24,2,6.984242778517304
2023-09-24,3,7.625215394325778
2023-10-01,1,7.486663590185341
2023-10-01,2,21.219581232510855
2023-10-01,3,9.064837965676396
2023-10-08,1,7.4929023070285155
2023-10-08,2,11.080052540080853
2023-10-08,3,10.641145556896786
2023-10-15,1,11.051100736030158
2023-10-15,2,16.89537184666765
2023-10-15,3,8.572618570870604
2023-10-22,1,8.222278239892129
2023-10-22,2,12.764495325009449
2023-10-22,3,5.120766595391885
2023-10-29,1,6.818191189325982
2023-10-29,2,10.05589148284475
2023-10-29,3,11.753356358262051
2023-11-05,1,11.433204234886277
2023-11-05,2,7.6426043247642665
2023-11-05,3,10.515058585471754
2023-11-12,1,11.83819742618988
2023-11-12,2,10.947360503704095
2023-11-12,3,14.703905326257978
2023-11-19,1,10.77193274965451
2023-11-19,2,15.872884768615355
2023-11-19,3,9.627537731020562
2023-11-26,1,10.371235330599921
2023-11-26,2,7.857841181706204
2023-11-26,3,11.749094356875231
2023-12-03,1,5.93761733979208
2023-12-03,2,9.080283382429224
2023-12-03,3,6.535007169380112
2023-12-10,1,9.304705073423106
2023-12-10,2,10.747311428733902
2023-12-10,3,21.808505314063012
