Run,Data
2023-01-01,75.88270603935389
2023-01-01,49.47170790525088
2023-01-01,49.356866609427684
2023-01-01,27.74775401081063
2023-01-01,67.96704658408969
2023-01-01,46.07037116417297
2023-01-08,38.7423054259807
2023-01-08,28.892054613457518
2023-01-08,44.50447857075832
2023-01-08,35.9537105459874
2023-01-08,42.8544360698783
2023-01-08,31.15843926890529
2023-01-15,96.3043322978768
2023-01-15,49.69018030580416
2023-01-15,75.91020507072331
2023-01-15,18.200985914847088
2023-01-15,41.929631200994194
2023-01-15,38.461335248604584
2023-01-22,31.094045656995657
2023-01-22,91.17256176241158
2023-01-22,28.85553681133901
2023-01-22,56.58203575308209
2023-01-22,69.46299598517703
2023-01-22,53.58318465759528
2023-01-29,35.58975929380867
2023-01-29,72.06646653443421
2023-01-29,53.42519782176138
2023-01-29,33.080406871309606
2023-01-29,29.162383200076825
2023-01-29,112.4537274805492
2023-02-05,38.41623294108152
2023-02-05,24.31966761675743
2023-02-05,61.50697565753328
2023-02-05,56.40298326798815
2023-02-05,29.552526683642967
2023-02-05,23.50806532639817
2023-02-12,47.79155750835818
2023-02-12,77.83452880890678
2023-02-12,64.01421027672986
2023-02-12,41.287392536768266
2023-02-12,36.1620128040064
2023-02-12,55.55148453058843
2023-02-19,53.151264386173466
2023-02-19,63.85497173969341
2023-02-19,42.87495765079106
2023-02-19,70.90552787075686
2023-02-19,36.209473042306215
2023-02-19,43.97553520315253
2023-02-26,66.6709132695394
2023-02-26,73.44566611477282
2023-02-26,23.54874888649245
2023-02-26,52.12567864577154
2023-02-26,63.33789405194336
2023-02-26,28.4599143371842
2023-03-05,60.262299194955006
2023-03-05,36.246583521560346
2023-03-05,74.31462292141042
2023-03-05,61.63187407570912
2023-03-05,67.40618884628573
2023-03-05,52.40031369713026
2023-03-12,69.92894736811243
2023-03-12,85.47635901793807
2023-03-12,107.31294902733352
2023-03-12,49.45157224598758
2023-03-12,20.872883053929755
2023-03-12,50.61602755414981
2023-03-19,54.155887828642435
2023-03-19,47.07226908732286
2023-03-19,62.34955852690571
2023-03-19,74.0387511047896
2023-03-19,40.8876987713247
2023-03-19,44.60255111826007
2023-03-26,58.355412877623515
2023-03-26,40.3788504993625
2023-03-26,51.804287135723904
2023-03-26,23.337471038613028
2023-03-26,32.363578945414325
2023-03-26,29.853400318020018
2023-04-02,35.89005046880997
2023-04-02,38.196006881128184
2023-04-02,58.00430560531844
2023-04-02,73.22182054818614
2023-04-02,37.69374167564027
2023-04-02,33.948093702456035
2023-04-09,33.36182220459355
2023-04-09,42.56316637674681
2023-04-09,45.56681858454293
2023-04-09,60.33237200534869
2023-04-09,44.133300941336074
2023-04-09,22.302530638307303
2023-04-16,48.25542602216172
2023-04-16,79.29284125062306
2023-04-16,79.42891777251386
2023-04-16,36.80285455479503
2023-04-16,27.408099769463803
2023-04-16,129.9017233581786
2023-04-23,46.943060248520794
2023-04-23,48.1427798621196
2023-04-23,58.87294413320342
2023-04-23,26.711678505855396
2023-04-23,37.681509960330196
2023-04-23,27.486288870587195
2023-04-30,38.19912129529387
2023-04-30,52.36226908512437
2023-04-30,29.427957305077936
2023-04-30,62.87715841813136
2023-04-30,55.94726011030976
2023-04-30,35.191674105814414
2023-05-07,54.59442162228064
2023-05-07,66.85935733962941
2023-05-07,75.5029408537039
2023-05-07,46.0325558269888
2023-05-07,48.21416125537863
2023-05-07,48.34397809293234
2023-05-14,87.52398248657506
2023-05-14,77.40267120920065
2023-05-14,69.13904879164026
2023-05-14,44.71972314684542
2023-05-14,57.80045999174175
2023-05-14,58.479032399612606
2023-05-21,33.36202389781147
2023-05-21,25.552067931974605
2023-05-21,64.15624299538739
2023-05-21,27.605391978973543
2023-05-21,50.0327094484846
2023-05-21,55.104081544147164
2023-05-28,62.242578390868204
2023-05-28,53.81754798008288
2023-05-28,37.61373674720316
2023-05-28,73.34287466177602
2023-05-28,98.23276633268371
2023-05-28,70.40672638237861
2023-06-04,23.501724843169136
2023-06-04,86.11156540001056
2023-06-04,48.923108990220726
2023-06-04,61.307930852018586
2023-06-04,63.664809754722164
2023-06-04,48.1570904347564
2023-06-11,48.55947897710538
2023-06-11,74.2829951052442
2023-06-11,65.91869388955374
2023-06-11,73.45395777833575
2023-06-11,126.16554122472616
2023-06-11,64.72154551924369
2023-06-18,54.19418421997644
2023-06-18,21.186688715467437
2023-06-18,142.24251361443388
2023-06-18,41.452267791569426
2023-06-18,125.76473141324874
2023-06-18,57.83194751426119
2023-06-25,90.88337940721702
2023-06-25,47.91408594259979
2023-06-25,60.988633086926804
2023-06-25,54.33280332173291
2023-06-25,46.512930866232495
2023-06-25,47.71567044792501
2023-07-02,74.10078998953381
2023-07-02,46.23666115175305
2023-07-02,22.658844091605268
2023-07-02,46.33678210736455
2023-07-02,61.66320789300938
2023-07-02,63.5270349961561
2023-07-09,63.529801157290045
2023-07-09,25.91391669038293
2023-07-09,57.6995338627175
2023-07-09,72.81755312123914
2023-07-09,82.09435618212618
2023-07-09,45.816485695822095
2023-07-16,44.12356964831069
2023-07-16,89.11486437887025
2023-07-16,26.158379098607185
2023-07-16,42.19705095193947
2023-07-16,59.72254318633639
2023-07-16,26.672962019785942
2023-07-23,55.736516709837105
2023-07-23,103.69142069064672
2023-07-23,49.92120059423462
2023-07-23,44.874352701447705
2023-07-23,60.12870275869599
2023-07-23,44.863579706410484
2023-07-30,68.57735875470851
2023-07-30,71.04561316759938
2023-07-30,50.05230183274527
2023-07-30,31.657480573413764
2023-07-30,29.964166436145963
2023-07-30,39.71353635065543
2023-08-06,68.15196724439097
2023-08-06,23.369241055177536
2023-08-06,24.030892065085386
2023-08-06,38.786920463208276
2023-08-06,58.27732625933383
2023-08-06,35.064086047820275
2023-08-13,70.55922169545498
2023-08-13,56.91221174123078
2023-08-13,46.79346185421856
2023-08-13,68.7220888756385
2023-08-13,58.14099820218859
2023-08-13,42.04808185695994
2023-08-20,54.69609016281659
2023-08-20,64.2980248732084
2023-08-20,57.42098938198652
2023-08-20,38.72323978088397
2023-08-20,69.69990959439126
2023-08-20,78.24495098041929
2023-08-27,55.66396800660338
2023-08-27,52.878449000663934
2023-08-27,48.55265384134617
2023-08-27,115.76427840477315
2023-08-27,55.664853942540084
2023-08-27,47.01838707754623
2023-09-03,18.876208861573193
2023-09-03,27.222374767774937
2023-09-03,48.51404426291505
2023-09-03,54.17130532943403
