Run,Replicate_ID,Data
2023-01-01,1,18.49164960157921
2023-01-01,2,6.82831598579163
2023-01-01,3,7.824883429924099
2023-01-01,4,7.678427188056803
2023-01-01,5,6.3505176984783045
2023-01-01,6,11.08342300526642
2023-01-08,1,7.796830073229016
2023-01-08,2,12.55913456592803
2023-01-08,3,4.898591944308579
2023-01-08,4,7.936794391134551
2023-01-08,5,7.1273288363955
2023-01-08,6,10.309953786559038
2023-01-15,1,8.845799947404839
2023-01-15,2,10.253321798764047
2023-01-15,3,18.128859164727515
2023-01-15,4,8.574632191413587
2023-01-15,5,9.25058654760254
2023-01-15,6,14.540191331864332
2023-01-22,1,9.170621486206702
2023-01-22,2,6.735100244901589
2023-01-22,3,12.567528895274831
2023-01-22,4,8.378650087744372
2023-01-22,5,7.6641713700703455
2023-01-22,6,7.875031105177181
2023-01-29,1,7.63468134914784
2023-01-29,2,7.531557651949171
2023-01-29,3,10.876952022700168
2023-01-29,4,6.100337161420032
2023-01-29,5,7.46476132830261
2023-01-29,6,8.339360434837442
2023-02-05,1,15.412984573919692
2023-02-05,2,8.253138347478528
2023-02-05,3,16.03934837034808
2023-02-05,4,10.984315674357177
2023-02-05,5,11.346518321871018
2023-02-05,6,6.768750712550675
2023-02-12,1,8.64282459086852
2023-02-12,2,9.130016604532237
2023-02-12,3,8.798260354811111
2023-02-12,4,14.03488616237913
2023-02-12,5,7.074549801357258
2023-02-12,6,8.389355089699537
2023-02-19,1,9.713885492003083
2023-02-19,2,9.667659118455651
2023-02-19,3,7.7628007178063285
2023-02-19,4,5.7820610854359895
2023-02-19,5,13.999532391869959
2023-02-19,6,7.281917679481177
2023-02-26,1,16.62414208675436
2023-02-26,2,11.283342019945493
2023-02-26,3,6.973819307422081
2023-02-26,4,13.391936921120672
2023-02-26,5,20.289268035018655
2023-02-26,6,5.693245913875758
2023-03-05,1,7.504565846748991
2023-03-05,2,4.812681572061836
2023-03-05,3,16.978860680765372
2023-03-05,4,12.854690689950916
2023-03-05,5,13.420978559404578
2023-03-05,6,9.204074330317804
2023-03-12,1,11.567993015171227
