Run,Data
2023-01-01,76.7340980650675
2023-01-01,26.08714563519842
2023-01-01,8.792254629896982
2023-01-01,22.95598031991549
2023-01-01,19.972317065699446
2023-01-08,33.0798525899351
2023-01-08,31.879400091931885
2023-01-08,50.288803040701964
2023-01-15,29.92931362386048
2023-01-15,11.755082784675317
2023-01-15,23.48036610196707
2023-01-15,18.76477513920825
2023-01-15,34.02905590288305
2023-01-22,11.862032499558037
2023-01-22,31.44721087704513
2023-01-29,28.37355639680077
2023-01-29,17.067739661405938
2023-02-05,56.888098124556585
2023-02-05,50.254524086787676
2023-02-05,11.610496685313793
2023-02-05,17.868634181502646
2023-02-12,23.49524550939889
2023-02-12,19.990368871584486
2023-02-12,34.70439271139551
2023-02-12,48.81683982431761
2023-02-12,16.4972931611913
2023-02-19,35.905296746646734
2023-02-19,26.39861381606784
2023-02-19,15.142731599483943
2023-02-19,24.110388593597744
2023-02-19,10.990354750215262
2023-02-26,7.533387103047065
2023-02-26,50.86133531750625
2023-03-05,32.96526979852062
2023-03-05,12.841001883140793
2023-03-05,34.71879293359414
2023-03-05,46.63879772728249
2023-03-05,8.755548641023159
2023-03-12,27.06062187909602
2023-03-12,13.976712025732837
2023-03-12,15.236073803688237
2023-03-12,23.48345552300724
2023-03-19,19.152369781195006
2023-03-19,24.966138288165812
2023-03-26,7.696055446528452
2023-03-26,23.691979997041816
2023-03-26,12.039845278519541
2023-03-26,24.63865142695542
2023-03-26,23.571377868913764
2023-04-02,21.489645308220677
2023-04-02,38.44066442357862
2023-04-02,31.137915987376005
2023-04-09,24.215299683848624
2023-04-09,37.0883169274897
2023-04-09,16.17502393068326
2023-04-16,16.73290730448577
2023-04-16,13.904287761953645
2023-04-16,33.24121470499696
2023-04-16,16.862149309903224
2023-04-16,16.80918796616773
2023-04-23,20.32238316559371
2023-04-23,36.508606118454736
2023-04-30,33.017787613450935
2023-04-30,40.630921668493166
2023-04-30,22.738456416350054
2023-04-30,59.16592985341856
2023-04-30,18.449411313341287
2023-05-07,36.24094167894076
2023-05-07,37.335024284591775
2023-05-07,19.674666940370994
2023-05-14,21.131567989536535
2023-05-14,25.418032938394543
2023-05-14,15.059629575158706
2023-05-14,24.48798472369534
2023-05-21,24.491489340921934
2023-05-21,26.41228152814321
2023-05-21,21.869142383254477
2023-05-28,21.061496273276656
2023-05-28,26.801048142427177
2023-05-28,17.050586465262093
2023-06-04,31.17101637818407
2023-06-04,39.50133356246251
2023-06-04,28.182538659669802
2023-06-04,22.736046221167868
2023-06-04,19.150799737204032
2023-06-11,22.690416824430557
2023-06-11,54.7107525782116
2023-06-11,36.544196325068995
2023-06-18,32.07264511318292
2023-06-18,19.315444472876347
2023-06-18,33.9589449388881
2023-06-18,29.644562418092608
2023-06-18,8.215792514542482
2023-06-25,15.68884822413338
2023-06-25,26.59578195822622
2023-07-02,37.829821537654844
2023-07-02,16.412961795873688
2023-07-02,23.73096167357462
2023-07-02,24.8885465091883
2023-07-09,32.25954632581457
2023-07-09,11.639375635300956
2023-07-09,24.80805104733093
2023-07-16,24.345126960734945
2023-07-16,8.594850736279442
2023-07-16,29.627383851186668
2023-07-16,32.881629311695974
2023-07-23,18.92613260194156
2023-07-23,32.196159074622145
2023-07-23,33.51784218945957
2023-07-23,32.104083704599915
2023-07-30,25.225332815377655
2023-07-30,25.984802593506764
2023-07-30,27.502298995556085
2023-07-30,21.15503640209805
2023-07-30,15.314913623527941
2023-07-30,47.69008687509776
2023-08-06,21.19988934365783
2023-08-06,15.063877389348859
2023-08-13,11.648576026332233
