Run,Geo.Mean(Potency),n,CL,LCL,UCL,runs.signal,sigma.signal
2023-01-01T00:00:00Z,58.78731389150538,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-01-08T00:00:00Z,39.70612325261103,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-01-15T00:00:00Z,53.36535782577223,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-01-22T00:00:00Z,47.655256586542365,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-01-29T00:00:00Z,64.5327898436019,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-02-05T00:00:00Z,48.200100734413546,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-02-12T00:00:00Z,61.3169630619548,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-02-19T00:00:00Z,51.34220410915708,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-02-26T00:00:00Z,60.14935703840949,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-03-05T00:00:00Z,42.229859597299345,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-03-12T00:00:00Z,52.84326763216928,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-03-19T00:00:00Z,42.699449269378235,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-03-26T00:00:00Z,47.66585711942287,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-04-02T00:00:00Z,50.340712486873045,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-04-09T00:00:00Z,74.00873047125228,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-04-16T00:00:00Z,48.61606276171942,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-04-23T00:00:00Z,52.9601252316888,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-04-30T00:00:00Z,48.106270690208596,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-05-07T00:00:00Z,44.81129906807256,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-05-14T00:00:00Z,39.78695888395616,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,FALSE
2023-05-21T00:00:00Z,31.255347682325844,6,49.63228816017328,32.126300889490714,76.67748728644644,FALSE,TRUE
